lims_pedon_id,user_pedon_id,indicator_code,LRR,MLRA,applicable_here,evaluation_status,indicator_present,horizon_or_layers_used,depths_used,matrix_colors_used,redox_values_used,texture_used,organic_material_used,failed_requirements,missing_requirements,explanation
32683,S2014AZ019001,S4,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,NASIS horizon description,No parsed NASIS horizons.
32683,S2014AZ019001,S5,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,NASIS horizon description,No parsed NASIS horizons.
32683,S2014AZ019001,S6,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,S7,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,S8,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,S9,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,S11,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,S12,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F1,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F2,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,NASIS horizon description,No parsed NASIS horizons.
32683,S2014AZ019001,F3,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,NASIS horizon description,No parsed NASIS horizons.
32683,S2014AZ019001,F6,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,NASIS horizon description,No parsed NASIS horizons.
32683,S2014AZ019001,F7,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,NASIS horizon description,No parsed NASIS horizons.
32683,S2014AZ019001,F8,D,40,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F10,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F11,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F12,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F13,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F16,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F17,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F18,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F19,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F20,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F21,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
32683,S2014AZ019001,F22,D,40,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A1,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,taxonomy is not qualifying Histosol/Histel,,taxonomy is not qualifying Histosol/Histel
33553,S2014KS161501,A2,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A3,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type,no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type
33553,S2014KS161501,A4,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A5,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A6,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A7,H,76,False,NOT_APPLICABLE,,,,,,,,,,Indicator A7 is not approved for LRR H/MLRA 76.
33553,S2014KS161501,A8,H,76,False,NOT_APPLICABLE,,,,,,,,,,Indicator A8 is not approved for LRR H/MLRA 76.
33553,S2014KS161501,A9,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type,no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type
33553,S2014KS161501,A10,H,76,False,NOT_APPLICABLE,,,,,,,,,,Indicator A10 is not approved for LRR H/MLRA 76.
33553,S2014KS161501,A11,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix,no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix
33553,S2014KS161501,A12,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix,no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix
33553,S2014KS161501,A13,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A14,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A15,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A16,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A17,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,A18,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S1,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S2,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S3,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S4,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no explicit qualifying gley-page matrix at required depth,,no explicit qualifying gley-page matrix at required depth
33553,S2014KS161501,S5,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous 10-cm sandy layer meets matrix and redox requirements,redox percentage/type/contrast,no continuous 10-cm sandy layer meets matrix and redox requirements; Missing: redox percentage/type/contrast
33553,S2014KS161501,S6,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S7,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S8,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S9,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S11,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,S12,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F1,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F2,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no explicit qualifying gley-page matrix at required depth,,no explicit qualifying gley-page matrix at required depth
33553,S2014KS161501,F3,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix,no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix
33553,S2014KS161501,F6,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements,quantitative redox description,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements; Missing: quantitative redox description
33553,S2014KS161501,F7,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements,quantitative redox description,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements; Missing: quantitative redox description
33553,S2014KS161501,F8,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F10,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F11,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F12,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F13,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F16,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F17,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F18,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F19,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F20,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F21,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33553,S2014KS161501,F22,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A1,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,taxonomy is not qualifying Histosol/Histel,,taxonomy is not qualifying Histosol/Histel
33554,S2014KS161502,A2,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A3,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type,no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type
33554,S2014KS161502,A4,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A5,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A6,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A7,H,76,False,NOT_APPLICABLE,,,,,,,,,,Indicator A7 is not approved for LRR H/MLRA 76.
33554,S2014KS161502,A8,H,76,False,NOT_APPLICABLE,,,,,,,,,,Indicator A8 is not approved for LRR H/MLRA 76.
33554,S2014KS161502,A9,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type,no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type
33554,S2014KS161502,A10,H,76,False,NOT_APPLICABLE,,,,,,,,,,Indicator A10 is not approved for LRR H/MLRA 76.
33554,S2014KS161502,A11,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix,no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix
33554,S2014KS161502,A12,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix,no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix
33554,S2014KS161502,A13,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A14,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A15,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A16,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A17,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,A18,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S1,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S2,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S3,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S4,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no explicit qualifying gley-page matrix at required depth,,no explicit qualifying gley-page matrix at required depth
33554,S2014KS161502,S5,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no continuous 10-cm sandy layer meets matrix and redox requirements,,no continuous 10-cm sandy layer meets matrix and redox requirements
33554,S2014KS161502,S6,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S7,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S8,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S9,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S11,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,S12,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F1,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F2,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no explicit qualifying gley-page matrix at required depth,,no explicit qualifying gley-page matrix at required depth
33554,S2014KS161502,F3,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix,no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix
33554,S2014KS161502,F6,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements,,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements
33554,S2014KS161502,F7,H,76,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements,,no continuous 10-cm loamy/clayey layer meets conditional color/redox requirements
33554,S2014KS161502,F8,H,76,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F10,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F11,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F12,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F13,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F16,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F17,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F18,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F19,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F20,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F21,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
33554,S2014KS161502,F22,H,76,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A1,P,135A,True,INDICATOR_NOT_DEMONSTRATED,False,,,,,,,taxonomy is not qualifying Histosol/Histel,,taxonomy is not qualifying Histosol/Histel
35001,S2015AL063001,A2,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A3,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type; identifiable moist matrix color,"no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type, identifiable moist matrix color"
35001,S2015AL063001,A4,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A5,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A6,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A7,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type,no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type
35001,S2015AL063001,A8,P,135A,False,NOT_APPLICABLE,,,,,,,,,,Indicator A8 is not approved for LRR P/MLRA 135A.
35001,S2015AL063001,A9,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,no observed layer satisfies all depth/thickness/material/color conditions,explicit organic material type; identifiable moist matrix color,"no observed layer satisfies all depth/thickness/material/color conditions; Missing: explicit organic material type, identifiable moist matrix color"
35001,S2015AL063001,A10,P,135A,False,NOT_APPLICABLE,,,,,,,,,,Indicator A10 is not approved for LRR P/MLRA 135A.
35001,S2015AL063001,A11,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix; identifiable moist matrix color,"no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix, identifiable moist matrix color"
35001,S2015AL063001,A12,P,135A,True,INSUFFICIENT_INFORMATION,,,,,,,,no continuous depleted layer satisfies depth/thickness requirements,explicit wetness-derived depleted matrix; identifiable moist matrix color,"no continuous depleted layer satisfies depth/thickness requirements; Missing: explicit wetness-derived depleted matrix, identifiable moist matrix color"
35001,S2015AL063001,A13,P,135A,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A14,P,135A,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
35001,S2015AL063001,A15,P,135A,False,NOT_APPLICABLE,,,,,,,,,validated executable rule not included in high-confidence first pass,Approved indicator retained in rulebook but not executed in this first-pass implementation.
