lims_pedon_id,user_pedon_id,LRR,MLRA,approved_indicators_present,number_approved_indicators_present,has_at_least_one_approved_indicator_present,number_applicable_priority_indicators,number_not_demonstrated,number_insufficient_information,all_applicable_indicators_insufficient_information,interpretation
35018,S2015AL063018,P,135A,,0,False,12,1,11,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35019,S2015AL063019,P,135A,,0,False,12,1,11,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35020,S2015AL063020,P,135A,,0,False,12,1,11,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35032,S2016OK149002,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35033,S2016OK149003,H,78C,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35034,S2016OK149004,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35035,S2016OK149005,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35036,S2016OK149007,H,78C,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35037,S2016OK149010,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35038,S2016OK149012,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35039,S2016OK149014,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35040,S2016OK149015,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35041,S2016OK149016,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35042,S2016OK149019,H,78C,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35043,S2016OK149020,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35044,S2016OK149025,H,78C,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35045,S2016OK149029,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35046,S2016OK149030,H,78C,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35064,S2015VA187002,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35065,S2015VA187004,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35066,S2015VA187005,S,147,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35067,S2015VA187006,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35068,S2015VA187007,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35069,S2015VA187008,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35070,S2015VA187010,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35071,S2015VA187011,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35072,S2015VA187013,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35073,S2015VA187014,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35074,S2015VA187017,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35075,S2015VA187019,S,147,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35076,S2015VA187021,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35077,S2015VA187022,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35078,S2015VA187034,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35079,S2015VA187035,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35080,S2015VA187037,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35081,S2015VA187043,N,130A,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35128,S2016CO123001,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35129,S2016CO123002,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35130,S2016CO123003,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35131,S2016CO123004,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35132,S2016CO123005,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35133,S2016CO123006,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35134,S2016CO123007,G,67B,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35135,S2016CO123008,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35136,S2016CO123009,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35137,S2016CO123010,G,67B,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35138,S2016CO123011,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35139,S2016CO123012,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35140,S2016CO123013,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35141,S2016CO123014,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35142,S2016CO123015,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35143,S2016CO123016,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35144,S2016CO123017,G,67B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35261,S2016TX497001,J,84B,,0,False,10,6,4,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35287,S2016MD003001,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35288,S2016MD003004,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35289,S2016MD003006,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35290,S2016MD003007,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35291,S2016MD003009,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35292,S2016MD003010,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35293,S2016MD003011,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35294,S2016MD003012,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35295,S2016MD003013,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35296,S2016MD003014,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35297,S2016MD003019,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35298,S2016MD003020,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35299,S2016MD003022,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35300,S2016MD003025,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35301,S2016MD003026,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35302,S2016MD003027,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35303,S2016MD003028,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35304,S2016MD003029,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35305,S2016MD003030,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35306,S2016MD003068,S,149A,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35322,S2016AK185001,Y,245,,0,False,3,1,2,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35323,S2016AK185002,Y,246,,0,False,3,1,2,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35338,S2016UT037001,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35339,S2016UT037002,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35340,S2016UT037003,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35341,S2016UT037004,D,36,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35342,S2016UT037005,D,36,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35343,S2016UT037006,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35344,S2016UT037007,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35345,S2016UT037008,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35346,S2016UT037009,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35347,S2016UT037010,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35348,S2016UT037011,D,35,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35391,S2016NM013001,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35392,S2016NM013002,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35393,S2016NM013003,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35394,S2016NM013004,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35395,S2016NM013005,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35396,S2016NM013006,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35397,S2016NM013007,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35398,S2016NM013008,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35399,S2016NM013009,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35400,S2016NM013010,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35401,S2016NM013011,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35402,S2016NM013012,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35403,S2016NM013013,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35404,S2016NM013014,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35405,S2016NM013015,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35406,S2016NM013016,D,42B,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35444,S2016ND059001,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35445,S2016ND059003,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35446,S2016ND059005,F,54,,0,False,11,8,3,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35447,S2016ND059007,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35448,S2016ND059008,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35449,S2016ND059011,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35450,S2016ND059013,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35451,S2016ND059014,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35452,S2016ND059016,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35453,S2016ND059017,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35454,S2016ND059020,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35455,S2016ND059021,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35456,S2016ND059022,F,54,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35457,S2016ND059023,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35458,S2016ND059024,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35459,S2016ND059027,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35460,S2016ND059030,F,54,,0,False,11,6,5,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35461,S2016ND059029,F,54,,0,False,11,3,8,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35546,S2016NH003001,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35547,S2016NH003002,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35548,S2016NH003003,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35549,S2016NH003004,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35550,S2016NH003005,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35551,S2016NH003006,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35552,S2016NH003007,R,143,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35596,S2016MI053001,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35597,S2016MI053002,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35598,S2016MI053004,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35599,S2016MI053007,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35600,S2016MI053009,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35601,S2016MI053010,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35602,S2016MI053015,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35603,S2016MI053026,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35604,S2016MI053031,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35606,S2016MI053032,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35607,S2016MI053033,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35608,S2016MI053034,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
35609,S2016MI053016,K,93B,,0,False,10,1,9,False,Indicator evidence only; no final hydric/nonhydric label assigned.
