lay_id,layer_key,proj_id,lims_site_id,lims_pedon_id,lay_rpt_seq_num,lay_type,top_depth_cm,bottom_depth_cm,horizon_designation,horz_desgn_master,texture_description,texture_desc_abbrev,smp_id,smp_type,smp_condition,smp_status,samples_per_layer,user_site_id,horizontal_datum_name,latitude,longitude,coordinate_source,pedon_key,user_pedon_id,observation_date_id,pedon_status,lab_proj_name,project_focus,fiscal_year,project_source,proj_type,proj_status,taxon_name,taxonomic_order,taxonomic_suborder,taxonomic_great_group,country,county,state,mir_master_count,mir_scan_count,mir_passed_scan_count,mir_blank_qc_count,mir_first_scan_date,mir_last_scan_date,layer_thickness_cm,layer_midpoint_cm,surface_or_near_surface,depth_class,al_dithionite_pct,al_oxalate_pct,bulk_density_ovendry_g_cm3,bulk_density_third_bar_g_cm3,carbonate_pct,cec_nh4oac_cmol_kg,clay_pct,estimated_organic_carbon_pct,fe_dithionite_pct,fe_oxalate_pct,ph_cacl2,ph_water,sand_pct,silt_pct,total_carbon_pct,total_nitrogen_pct,total_sulfur_pct,water_retention_15bar_pct,water_retention_third_bar_pct,qc_flag_count,user_pedon_id_crosswalk,join_confidence,join_basis,nasis_horizon_row,nasis_user_pedon_id,nasis_nasis_horizon_sequence,nasis_horizon_designation,nasis_top_depth_cm,nasis_bottom_depth_cm,nasis_thickness_cm,nasis_field_texture,nasis_matrix_color_raw,nasis_matrix_color_name,nasis_matrix_munsell,nasis_matrix_hue,nasis_matrix_value,nasis_matrix_chroma,nasis_color_moisture_status,nasis_dry_munsell,nasis_moist_munsell,nasis_redox_raw,nasis_redox_feature_type,nasis_redox_concentration_rendered,nasis_redox_depletion_rendered,nasis_redox_percentages,nasis_redox_percentage_max,nasis_redox_abundance,nasis_redox_size,nasis_redox_contrast,nasis_redox_location,nasis_reduced_matrix_rendered,nasis_gley_rendered,nasis_wetness_morphology_raw,nasis_organic_horizon_or_material_rendered,nasis_raw_horizon_description,lab_fe_dith__analyte_66,lab_fe_mjelm__analyte_671,lab_fe_ox__analyte_60,lab_fe_pyp__analyte_73,lab_mn_dith__analyte_67,lab_mn_kcl__analyte_70,lab_mn_mjelm__analyte_673,lab_mn_ox__analyte_61,lab_mn_pyp__analyte_74,lab_mn_trelm__analyte_685,nasis_drainage_class,nasis_flooding,nasis_ponding,nasis_taxonomy,nasis_current_correlated_soil_name,nasis_certified_lab_pedon_description,nasis_record_origin
172916,16N01606,4878,28778,34943,22,horizon,0.0,18.0,Oe,O,Mucky peat,MPT,242097,bulk,normal,submitted,1,S2015ND093021,WGS84,47.146,-99.244,standardized,16N0388,S2015ND093021,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Colvin,mollisols,aquolls,calciaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:39,2016-04-09 14:49:40,18.0,9.0,True,0-10,0.0247796,0.07575066,,,0.320745,69.0652649,34.3380769,26.2316,0.2877274,0.20256538,6.88,6.9,10.9,54.8,26.27495716,2.07760067,1.68270297,84.3220339,,0,S2015ND093021,EXACT,Designation and top/bottom depths agree,608.0,S2015ND093021,1.0,Oe,0.0,18.0,18.0,fragments,black (10YR 2/1) mucky peat,black,10YR 2/1,10YR,2.0,1.0,,,,,,,,,,,,,,,,,1.0,"Oe—0 to 18 centimeters (0.0 to 7.1 inches); black (10YR 2/1) mucky peat; fragments; noneffervescent, by hcl, 1n; abrupt smooth boundary. Lab sample # 16N01606; moist when described; observed in pit, small",0.2877274,,0.20256538,,0.012873,,,133.0145499,,,poorly,,frequent ponding for very long periods,"Fine-silty, mixed, superactive, frigid Typic Calciaquolls",Colvin,yes,NASIS
172917,16N01607,4878,28778,34943,23,horizon,18.0,34.0,A,A,Silty clay loam,SICL,242098,bulk,normal,submitted,1,S2015ND093021,WGS84,47.146,-99.244,standardized,16N0388,S2015ND093021,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Colvin,mollisols,aquolls,calciaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:40,2016-04-09 14:49:40,16.0,26.0,False,10-30,0.0286082,0.06003322,,,1.568713,24.6034108,33.5050553,2.2416,0.5902488,0.21060478,7.74,7.86,37.7,28.8,2.42577474,0.24901024,0.0923413,16.1412358,,0,S2015ND093021,EXACT,Designation and top/bottom depths agree,609.0,S2015ND093021,2.0,A,18.0,34.0,16.0,silty clay loam,"black (10YR 2/1), black (10YR 2/1), dry",black,10YR 2/1,10YR,2.0,1.0,,,,,,,,,,,,,,,,,,"A—18 to 34 centimeters (7.1 to 13.4 inches); black (10YR 2/1), black (10YR 2/1), dry; silty clay loam; 25 percent clay; weak fine prismatic parts to weak fine subangular blocky structure; friable, moderately sticky, moderately plastic; moderately slow permeability; fragments; very slight effervescence, by hcl, 1n; clear irregular boundary. Lab sample # 16N01607; wet when described; observed in pit, small. Water table is present in and under this horizon.",0.5902488,,0.21060478,,0.0096796,,,109.6447558,,,poorly,,frequent ponding for very long periods,"Fine-silty, mixed, superactive, frigid Typic Calciaquolls",Colvin,yes,NASIS
172918,16N01608,4878,28778,34943,24,horizon,34.0,80.0,Bkg1,B,Silty clay loam,SICL,242099,bulk,normal,submitted,1,S2015ND093021,WGS84,47.146,-99.244,standardized,16N0388,S2015ND093021,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Colvin,mollisols,aquolls,calciaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:41,2016-04-09 14:49:41,46.0,57.0,False,30-60,0.0113442,0.02883073,,,21.015051,15.8709684,31.0955264,0.2076,0.7507398,0.15120114,7.9,8.04,31.3,37.6,2.73335505,0.02977735,0.03388457,13.9784946,,0,S2015ND093021,EXACT,Designation and top/bottom depths agree,610.0,S2015ND093021,3.0,Bkg1,34.0,80.0,46.0,silty clay loam,"grayish brown (2.5Y 5/2), light brownish gray (2.5Y 6/2), dry",light brownish gray,2.5Y 6/2,2.5Y,6.0,2.0,,,,"light yellowish brown (10YR 6/4), moist, reduced matrix and 2 percent fine faint light brownish gray (2.5Y 6/2), moist, iron depletions in matrix and 5 percent fine prominent yellowish brown (10YR 5/6), moist, masses of oxidized iron in matrix",concentration | depletion | reduced matrix,1.0,1.0,2 | 5,5.0,,fine,faint | prominent,,1.0,,"light yellowish brown (10YR 6/4), moist, reduced matrix and 2 percent fine faint light brownish gray (2.5Y 6/2), moist, iron depletions in matrix and 5 percent fine prominent yellowish brown (10YR 5/6), moist, masses of oxidized iron in matrix",,"Bkg1—34 to 80 centimeters (13.4 to 31.5 inches); grayish brown (2.5Y 5/2), light brownish gray (2.5Y 6/2), dry; silty clay loam; 25 percent clay; moderate coarse prismatic parts to moderate medium subangular blocky structure; moderately sticky, moderately plastic; moderately slow permeability; light yellowish brown (10YR 6/4), moist, reduced matrix and 2 percent fine faint light brownish gray (2.5Y 6/2), moist, iron depletions in matrix and 5 percent fine prominent yellowish brown (10YR 5/6), moist, masses of oxidized iron in matrix; 1 percent fine irregular noncoherent cemented white (2.5Y 8/1), moist, carbonate masses in matrix; fragments; strong effervescence, by hcl, 1n; clear wavy boundary. Lab sample # 16N01608; wet, satiated when described; observed in pit, small",0.7507398,,0.15120114,,0.0467991,,,333.1550632,,,poorly,,frequent ponding for very long periods,"Fine-silty, mixed, superactive, frigid Typic Calciaquolls",Colvin,yes,NASIS
172919,16N01609,4878,28778,34943,25,horizon,80.0,110.0,Bkg2,B,Silty clay loam,SICL,242100,bulk,normal,submitted,1,S2015ND093021,WGS84,47.146,-99.244,standardized,16N0388,S2015ND093021,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Colvin,mollisols,aquolls,calciaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:42,2016-04-09 14:49:42,30.0,95.0,False,60-100,0.0128512,0.03010617,,,17.908023,15.478746,29.3737419,0.1708,0.8629372,0.14919509,7.84,8.01,32.1,38.5,2.31526639,0.02158996,0.02981471,14.8494289,,0,S2015ND093021,EXACT,Designation and top/bottom depths agree,611.0,S2015ND093021,4.0,Bkg2,80.0,110.0,30.0,silty clay loam,"dark grayish brown (2.5Y 4/2), light yellowish brown (2.5Y 6/3), dry",light yellowish brown,2.5Y 6/3,2.5Y,6.0,3.0,,,,"gray (2.5Y 5/1), moist, reduced matrix and 5 percent fine faint gray (2.5Y 5/1), moist, iron depletions in matrix and 7 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",concentration | depletion | reduced matrix,1.0,1.0,5 | 7,7.0,,fine,faint | distinct,,1.0,,"gray (2.5Y 5/1), moist, reduced matrix and 5 percent fine faint gray (2.5Y 5/1), moist, iron depletions in matrix and 7 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",,"Bkg2—80 to 110 centimeters (31.5 to 43.3 inches); dark grayish brown (2.5Y 4/2), light yellowish brown (2.5Y 6/3), dry; silty clay loam; 30 percent clay; moderate coarse prismatic parts to moderate medium subangular blocky structure; very sticky, very plastic; moderately slow permeability; gray (2.5Y 5/1), moist, reduced matrix and 5 percent fine faint gray (2.5Y 5/1), moist, iron depletions in matrix and 7 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix; 5 percent fine irregular noncoherent cemented white (2.5Y 8/1), moist, carbonate masses in matrix; fragments; strong effervescence, by hcl, 1n; gradual wavy boundary. Lab sample # 16N01609; wet, satiated when described; observed in pit, small",0.8629372,,0.14919509,,0.0455415,,,415.1158213,,,poorly,,frequent ponding for very long periods,"Fine-silty, mixed, superactive, frigid Typic Calciaquolls",Colvin,yes,NASIS
172920,16N01610,4878,28778,34943,26,horizon,110.0,200.0,Cg,C,Silty clay loam,SICL,242101,bulk,normal,submitted,1,S2015ND093021,WGS84,47.146,-99.244,standardized,16N0388,S2015ND093021,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Colvin,mollisols,aquolls,calciaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:42,2016-04-09 14:49:43,90.0,155.0,False,>100,0.0107609,0.02912652,,,26.314832,15.1383947,34.070716,0.1228,0.5879098,0.10445735,7.94,8.12,30.2,35.7,3.28249748,0.03490926,0.04312321,14.1428571,,0,S2015ND093021,EXACT,Designation and top/bottom depths agree,612.0,S2015ND093021,5.0,Cg,110.0,200.0,90.0,silty clay loam,"grayish brown (2.5Y 5/2), light brownish gray (2.5Y 6/2), dry",light brownish gray,2.5Y 6/2,2.5Y,6.0,2.0,,,,"reduced matrix and 5 percent fine faint gray (2.5Y 5/1), moist, iron depletions in matrix and 7 percent fine distinct yellowish brown (10YR 5/4), moist, masses of oxidized iron in matrix",concentration | depletion | reduced matrix,1.0,1.0,5 | 7,7.0,,fine,faint | distinct,,1.0,,"reduced matrix and 5 percent fine faint gray (2.5Y 5/1), moist, iron depletions in matrix and 7 percent fine distinct yellowish brown (10YR 5/4), moist, masses of oxidized iron in matrix",,"Cg—110 to 200 centimeters (43.3 to 78.7 inches); grayish brown (2.5Y 5/2), light brownish gray (2.5Y 6/2), dry; silty clay loam; 30 percent clay; massive; moderately sticky, moderately plastic; moderately slow permeability; reduced matrix and 5 percent fine faint gray (2.5Y 5/1), moist, iron depletions in matrix and 7 percent fine distinct yellowish brown (10YR 5/4), moist, masses of oxidized iron in matrix; 1 percent fine irregular noncoherent cemented white (2.5Y 8/1), moist, carbonate masses in matrix; 3 percent by volume nonflat subrounded indurated 5-10-20 millimeter mixed fragments observed by visual inspection method; strong effervescence, by hcl, 1n. Lab sample # 16N01610; wet, satiated when described; observed in auger, bucket",0.5879098,,0.10445735,,0.0572488,,,335.2693158,,,poorly,,frequent ponding for very long periods,"Fine-silty, mixed, superactive, frigid Typic Calciaquolls",Colvin,yes,NASIS
172921,16N01611,4878,28779,34944,27,horizon,0.0,18.0,Oe,O,Mucky peat,MPT,242102,bulk,normal,submitted,1,S2015ND093022,WGS84,47.146167,-99.263711,standardized,16N0389,S2015ND093022,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Southam,mollisols,aquolls,endoaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:43,2016-04-09 14:49:44,18.0,9.0,True,0-10,0.0163228,0.0671256,,,13.799133,40.3197174,38.774963,11.124,0.422836,0.28546937,7.6,7.64,17.9,43.3,12.78229652,1.00292678,0.68693615,31.8318318,,0,S2015ND093022,EXACT,Designation and top/bottom depths agree,613.0,S2015ND093022,1.0,Oe,0.0,18.0,18.0,fragments,mucky peat,,,,,,,,,,,,,,,,,,,,,,1.0,"Oe—0 to 18 centimeters (0.0 to 7.1 inches); mucky peat; fragments; slight sulfurous odor; noneffervescent, by hcl, 1n; clear smooth boundary. Lab sample # 16N01611; wet when described; observed in pit, small. Water table is present within 18 cm.",0.422836,,0.28546937,,0.0332468,,,183.4554243,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, calcareous, frigid Vertic Endoaquolls",Southam,yes,NASIS
172922,16N01612,4878,28779,34944,28,horizon,18.0,54.0,A,A,Mucky Silt loam,MK-SIL,242103,bulk,normal,submitted,1,S2015ND093022,WGS84,47.146167,-99.263711,standardized,16N0389,S2015ND093022,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Southam,mollisols,aquolls,endoaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2019-07-30 07:47:25,2019-07-30 07:47:26,36.0,36.0,False,30-60,0.0128038,0.04898426,,,15.284309,33.6606348,27.8115612,7.6864,0.4164274,0.23809123,7.54,7.67,32.4,39.8,9.52143012,0.77757997,0.41652332,28.2982792,,0,S2015ND093022,EXACT,Designation and top/bottom depths agree,614.0,S2015ND093022,2.0,A,18.0,54.0,36.0,mucky silt loam,"black (10YR 2/1), very dark gray (10YR 3/1), dry",very dark gray,10YR 3/1,10YR,3.0,1.0,,,,,,,,,,,,,,,,,1.0,"A—18 to 54 centimeters (7.1 to 21.3 inches); black (10YR 2/1), very dark gray (10YR 3/1), dry; mucky silt loam; weak coarse subangular blocky parts to weak fine subangular blocky structure; slightly sticky, slightly plastic; moderate permeability; ; 2 percent by volume nonflat subangular indurated 250-350-600 millimeter mixed fragments observed by visual inspection method and 2 percent by volume nonflat subangular indurated 76-150-250 millimeter mixed fragments observed by visual inspection method; moderate sulfurous odor; strong effervescence, by hcl, 1n; clear smooth boundary. Lab sample # 16N01612; wet, satiated when described; observed in pit, small. Between the A and BCg a stone line is present. Comprised of stones and cobbles.; Rock fragments are concentrated in the lower half of the horizon.",0.4164274,,0.23809123,,0.0329042,,,215.573415,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, calcareous, frigid Vertic Endoaquolls",Southam,yes,NASIS
172923,16N01613,4878,28779,34944,29,horizon,54.0,100.0,BCg,BC,Silty clay,SIC,242104,bulk,normal,submitted,1,S2015ND093022,WGS84,47.146167,-99.263711,standardized,16N0389,S2015ND093022,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Southam,mollisols,aquolls,endoaquolls,United States,Stutsman,North Dakota,8,8,8.0,0.0,2016-04-09 14:49:45,2020-01-27 07:52:15,46.0,77.0,False,60-100,0.0,0.02248072,,,18.287403,14.0365563,27.2561919,0.3352,0.5889122,0.12035666,7.86,8.12,45.1,27.6,2.52550225,0.05952017,0.02873387,13.8856476,,0,S2015ND093022,EXACT,Designation and top/bottom depths agree,615.0,S2015ND093022,3.0,BCg,54.0,100.0,46.0,silty clay,"olive gray (5Y 5/2), gray (2.5Y 6/1), dry",gray,2.5Y 6/1,2.5Y,6.0,1.0,,,,"1 percent fine prominent black (10YR 2/1), moist, iron-manganese concretions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix and 5 percent fine distinct grayish green (5GY 5/2), moist, iron depletions in matrix",concentration | depletion,1.0,1.0,1 | 5,5.0,,fine,prominent | distinct,,,,"1 percent fine prominent black (10YR 2/1), moist, iron-manganese concretions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix and 5 percent fine distinct grayish green (5GY 5/2), moist, iron depletions in matrix",,"BCg—54 to 100 centimeters (21.3 to 39.4 inches); olive gray (5Y 5/2), gray (2.5Y 6/1), dry; silty clay; weak coarse subangular blocky structure; very sticky, very plastic; slow permeability; 1 percent fine prominent black (10YR 2/1), moist, iron-manganese concretions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix and 5 percent fine distinct grayish green (5GY 5/2), moist, iron depletions in matrix; 2 percent by volume nonflat subangular indurated 76-150-250 millimeter mixed fragments observed by visual inspection method; strong sulfurous odor; strong effervescence, by hcl, 1n; gradual wavy boundary. Lab sample # 16N01613; wet, satiated when described; observed in pit, small",0.5889122,,0.12035666,,0.0715655,,,450.6747235,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, calcareous, frigid Vertic Endoaquolls",Southam,yes,NASIS
172924,16N01614,4878,28779,34944,30,horizon,100.0,200.0,2Cg,C,Clay loam,CL,242105,bulk,normal,submitted,1,S2015ND093022,WGS84,47.146167,-99.263711,standardized,16N0389,S2015ND093022,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Southam,mollisols,aquolls,endoaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:46,2016-04-09 14:49:47,100.0,150.0,False,>100,0.0,0.0230328,,,22.941219,11.6958912,23.8547972,0.1572,0.7373302,0.13147043,7.84,8.17,45.7,30.4,2.90768142,0.02353984,0.02661025,12.4329159,,0,S2015ND093022,EXACT,Designation and top/bottom depths agree,616.0,S2015ND093022,4.0,2Cg,100.0,200.0,100.0,clay loam,"gray (5Y 5/1), light brownish gray (2.5Y 6/2), dry",light brownish gray,2.5Y 6/2,2.5Y,6.0,2.0,,,,"5 percent fine distinct grayish green (5GY 5/2), moist, iron depletions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",concentration | depletion,1.0,1.0,5,5.0,,fine,distinct,,,,"5 percent fine distinct grayish green (5GY 5/2), moist, iron depletions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",,"2Cg—100 to 200 centimeters (39.4 to 78.7 inches); gray (5Y 5/1), light brownish gray (2.5Y 6/2), dry; clay loam; massive; moderately sticky, moderately plastic; moderately slow permeability; 5 percent fine distinct grayish green (5GY 5/2), moist, iron depletions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix; 5 percent by volume nonflat subangular indurated 5-20-76 millimeter mixed fragments observed by visual inspection method; strong sulfurous odor; strong effervescence, by hcl, 1n. Lab sample # 16N01614; wet, satiated when described; observed in pit, small",0.7373302,,0.13147043,,0.1004657,,,1310.6276486,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, calcareous, frigid Vertic Endoaquolls",Southam,yes,NASIS
172925,16N01615,4878,28780,34945,31,horizon,0.0,2.0,Oi,O,Slightly decomposed plant material,SPM,242106,bulk,normal,submitted,1,S2015ND093026,WGS84,47.151072,-99.253018,standardized,16N0390,S2015ND093026,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:47,2016-04-09 14:49:47,2.0,1.0,True,0-10,0.0004673,0.04278399,,,2.232693,74.9966236,35.9160196,33.7024,0.4675123,0.34940255,,,5.9,58.2,33.97156597,2.47308604,2.11305855,120.1680672,,0,S2015ND093026,EXACT,Designation and top/bottom depths agree,617.0,S2015ND093026,1.0,Oi,0.0,2.0,2.0,shell fragments,black (10YR 2/1) slightly decomposed plant material,black,10YR 2/1,10YR,2.0,1.0,,,,,,,,,,,,,,,,,1.0,"Oi—0 to 2 centimeters (0.0 to 0.8 inches); black (10YR 2/1) slightly decomposed plant material; shell fragments; fragments; noneffervescent, by hcl, 1n; abrupt smooth boundary. Lab sample # 16N01615; wet when described; observed in pit, small. Shells present within this horizon.",0.4675123,,0.34940255,,0.0532938,6.5609795,,495.6396169,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS
172926,16N01616,4878,28780,34945,32,horizon,2.0,18.0,A1,A,Silty clay loam,SICL,242107,bulk,normal,submitted,1,S2015ND093026,WGS84,47.151072,-99.253018,standardized,16N0390,S2015ND093026,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:49:48,2016-04-09 14:49:49,16.0,10.0,True,10-30,0.0448263,0.06756262,,,0.554532,33.388253,37.8033503,3.674,0.5428622,0.14423242,7.76,7.78,29.6,32.6,3.73876024,0.35781104,0.28583156,23.136646,,0,S2015ND093026,EXACT,Designation and top/bottom depths agree,618.0,S2015ND093026,2.0,A1,2.0,18.0,16.0,silty clay loam,"black (10YR 2/1), black (10YR 2/1), dry",black,10YR 2/1,10YR,2.0,1.0,,,,,,,,,,,,,,,,,,"A1—2 to 18 centimeters (0.8 to 7.1 inches); black (10YR 2/1), black (10YR 2/1), dry; silty clay loam; moderate fine granular, and weak fine granular structure; moderately sticky, moderately plastic; moderately slow permeability; shell fragments; fragments; noneffervescent, by hcl, 1n; clear wavy boundary. Lab sample # 16N01616; wet when described; observed in pit, small. Shells present within this horizon.",0.5428622,,0.14423242,,0.0263216,,,246.7412192,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS
172927,16N01617,4878,28780,34945,33,horizon,18.0,36.0,A2,A,Silty clay loam,SICL,242108,bulk,normal,submitted,1,S2015ND093026,WGS84,47.151072,-99.253018,standardized,16N0390,S2015ND093026,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:50:27,2016-04-09 14:50:27,18.0,27.0,False,10-30,0.0373066,0.05000161,,,0.796872,25.099999,32.9683154,1.784,0.6120728,0.13191002,7.8,7.83,38.3,28.7,1.88010587,0.18127743,0.27346994,18.2238409,,0,S2015ND093026,EXACT,Designation and top/bottom depths agree,619.0,S2015ND093026,3.0,A2,18.0,36.0,18.0,silty clay loam,"very dark gray (2.5Y 3/1), dark gray (2.5Y 4/1), dry",dark gray,2.5Y 4/1,2.5Y,4.0,1.0,,,,,,,,,,,,,,,,,,"A2—18 to 36 centimeters (7.1 to 14.2 inches); very dark gray (2.5Y 3/1), dark gray (2.5Y 4/1), dry; silty clay loam; moderate fine subangular blocky parts to weak fine granular structure; moderately sticky, moderately plastic; moderately slow permeability; fragments; very slight effervescence, by hcl, 1n; clear wavy boundary. Lab sample # 16N01617; wet when described; observed in pit, small",0.6120728,,0.13191002,,0.0275813,,,374.744389,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS
172928,16N01618,4878,28780,34945,34,horizon,36.0,75.0,Btg1,B,Clay,C,242109,bulk,normal,submitted,1,S2015ND093026,WGS84,47.151072,-99.253018,standardized,16N0390,S2015ND093026,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:50:27,2016-04-09 14:50:27,39.0,55.5,False,30-60,0.0236034,0.03953481,,,0.184909,21.1065508,32.3225344,0.7084,0.6939069,0.13369008,7.74,7.77,43.6,24.1,0.73238808,0.07861793,0.16861477,15.7907815,,0,S2015ND093026,EXACT,Designation and top/bottom depths agree,620.0,S2015ND093026,4.0,Btg1,36.0,75.0,39.0,clay,"very dark gray (2.5Y 3/1), dark gray (2.5Y 4/1), dry",dark gray,2.5Y 4/1,2.5Y,4.0,1.0,,,,"3 percent medium distinct grayish brown (2.5Y 5/2), moist, iron depletions in matrix and 3 percent fine distinct grayish brown (2.5Y 5/2), moist, iron depletions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",concentration | depletion,1.0,1.0,3 | 5,5.0,,medium | fine,distinct,,,,"3 percent medium distinct grayish brown (2.5Y 5/2), moist, iron depletions in matrix and 3 percent fine distinct grayish brown (2.5Y 5/2), moist, iron depletions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",,"Btg1—36 to 75 centimeters (14.2 to 29.5 inches); very dark gray (2.5Y 3/1), dark gray (2.5Y 4/1), dry; clay; weak coarse prismatic parts to weak medium subangular blocky structure; very sticky, very plastic; slow permeability; 3 percent medium distinct grayish brown (2.5Y 5/2), moist, iron depletions in matrix and 3 percent fine distinct grayish brown (2.5Y 5/2), moist, iron depletions in matrix and 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix; ; 1 percent by volume nonflat subrounded indurated 2-40-76 millimeter sedimentary, unspecified fragments observed by visual inspection method; noneffervescent, by hcl, 1n; gradual wavy boundary. Lab sample # 16N01618; wet when described; observed in pit, small",0.6939069,,0.13369008,,0.0520986,,,649.2031713,,,very poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS
